Commodity Name,City Name,Type,Package,Variety,Sub Variety,Grade,Date,Low Price,High Price,Mostly Low,Mostly High,Season,Item Size,Color,Environment,Unit of Sale,Quality,Condition,Appearance,Storage,Shelled/Unshelled,Purchase Lot Size,Section or Sale,Import/Export,Supply Tone,Demand Tone,Basis of Sale,Market Tone,Price Comment,Comments,Rpt City
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,3/27/12,5,7,,,2012,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,few 8.00,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,3/27/12,5.5,7.5,,,2012,bchd 18s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,few 8.50,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,3/28/12,5.5,7.5,,,2012,bchd 18s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,few 8.50 occasional lower,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,3/28/12,5,7,,,2012,bchd 14s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,"few 8.00, few including sales to nearby markets as low as 4.00",Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,3/29/12,5.5,7.5,,,2012,bchd 18s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,few 8.00 occasional lower,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,3/29/12,5,7,,,2012,bchd 14s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,"few 7.50, few including sales to nearby markets as low as 4.00",Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,3/30/12,5,7,,,2012,bchd 14s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,"occasional higher, few including sales to nearby markets as low as 4.00",Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,3/30/12,5.5,7.5,,,2012,bchd 18s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,occasional higher and lower,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/2/12,4.5,6.5,5.5,5.5,2012,bchd 18s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",LOWER.,occasional higher,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/2/12,4,6,5,5,2012,bchd 14s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",LOWER.,few 6.50,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/3/12,4.5,6.5,5.5,5.5,2012,bchd 18s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/3/12,4,6,5,5,2012,bchd 14s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/4/12,4.5,6.5,5.5,5.5,2012,bchd 18s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/4/12,4,6,5,5,2012,bchd 14s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/5/12,4,6,5,5,2012,bchd 14s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",STEADY.,,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/5/12,4.5,6.5,5.5,5.5,2012,bchd 18s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",STEADY.,,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/6/12,4.5,6.5,5.5,5.5,2012,bchd 18s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",STEADY.,,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/6/12,4,6,5,5,2012,bchd 14s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",STEADY.,,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/9/12,4,5.5,4.5,4.5,2012,bchd 18s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",LOWER.,,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/9/12,3.5,5,4,4,2012,bchd 14s,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",LOWER.,,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/10/12,3.5,5.5,4,4,2012,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/10/12,4,6,4.5,4.5,2012,bchd 18s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/11/12,4,5.5,4,4,2012,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Harvest curtailed by rain and wet fields.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/11/12,4.5,6,4.5,4.5,2012,bchd 18s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Harvest curtailed by rain and wet fields.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/12/12,4,5.5,4.5,5,2012,bchd 14s,,,,,,,,,,,,,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",SLIGHTLY HIGHER.,,Extra services included. Harvest curtailed by heavy rain and wet fields.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/12/12,4.5,6,5,5.5,2012,bchd 18s,,,,,,,,,,,,,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",SLIGHTLY HIGHER.,,Extra services included. Harvest curtailed by heavy rain and wet fields.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/13/12,4,6,5,5.5,2012,bchd 18s,,,,,,,,,,,,,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Harvest curtailed by rain and wet fields.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/13/12,3.5,5.5,4.5,5,2012,bchd 14s,,,,,,,,,,,,,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Harvest curtailed by rain and wet fields.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/16/12,3.5,5.25,4.5,5,2012,bchd 14s,,,,,,,,,,,,,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT SLIGHTLY LOWER, BUNCHED ABOUT STEADY.",,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/16/12,4,5.5,5,5.5,2012,bchd 18s,,,,,,,,,,,,,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT SLIGHTLY LOWER, BUNCHED ABOUT STEADY.",,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/17/12,3.5,5.25,4.5,5,2012,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/17/12,4,5.5,5,5.5,2012,bchd 18s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/18/12,4,5.25,4.5,5,2012,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/18/12,4.5,5.5,5,5.5,2012,bchd 18s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/19/12,4,5.25,4.5,5,2012,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/19/12,4.5,5.5,5,5.5,2012,bchd 18s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/20/12,4,5.25,4.5,5,2012,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/20/12,4.5,5.5,5,5.5,2012,bchd 18s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/23/12,4,5.25,4.5,5,2012,bchd 14s,,,,,,,,,,,,,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/23/12,4.5,5.5,5,5.5,2012,bchd 18s,,,,,,,,,,,,,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/24/12,4,5.5,4.5,5,2012,bchd 14s,,,,,,,,,,,,,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,occasional lower,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/24/12,4.5,5.5,5,5.5,2012,bchd 18s,,,,,,,,,,,,,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,occasional lower,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/25/12,4.5,5.5,5,5.5,2012,bchd 18s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,occasional lower,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/25/12,4,5.5,4.5,5,2012,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,occasional lower,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/26/12,3,5,4,4,2012,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",LOWER.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/26/12,3,5,4,4,2012,bchd 18s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",LOWER.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/27/12,3,5,4,4,2012,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",LOWER.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/27/12,3,5,4,4,2012,bchd 18s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",LOWER.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/30/12,,,,,2012,bchd 18s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,supplies in too few hands to establish a market.,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,cartons,,,,4/30/12,,,,,2012,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,supplies in too few hands to establish a market.,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,3/20/12,10,11.5,10,10.5,2012,,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",,FIRST REPORT.,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,3/21/12,9.5,11.5,10,10.5,2012,,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,3/22/12,8.5,10.5,8.5,8.5,2012,,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",LOWER.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,3/23/12,8.5,8.5,,,2012,,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,occasional higher,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,3/26/12,6,7,,,2012,,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",LOWER.,occasional higher,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,3/27/12,6,7.5,6,7,2012,,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,occasional higher,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,3/28/12,6,7.5,6,7,2012,,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,occasional higher,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,3/29/12,6,8,6,7,2012,,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,occasional higher,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,3/30/12,6,7,,,2012,,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,occasional higher,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,4/2/12,5,7,5,6,2012,,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",LOWER.,few 8.00,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,4/3/12,5,6.5,5,6,2012,,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,occasional higher,Extra services included.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,4/4/12,5,6.5,5,6,2012,,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,occasional lower,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,4/5/12,5,6.5,5,6,2012,,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",STEADY.,occasional lower,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,4/6/12,5,6.5,5,6,2012,,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",STEADY.,occasional lower,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,4/9/12,4,6,,,2012,,,,,,,,,,,,,,VERY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",LOWER.,,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,4/10/12,4,6,,,2012,,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Harvest curtailed by market conditions.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,4/11/12,4,6,,,2012,,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Harvest curtailed by rain and wet fields.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,4/12/12,4,6,5,6,2012,,,,,,,,,,,,,,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",SLIGHTLY HIGHER.,,Extra services included. Harvest curtailed by heavy rain and wet fields.,"PHOENIX, AZ"
BROCCOLI,CENTRAL SAN JOAQUIN VALLEY CALIFORNIA,,20 lb cartons loose,CROWN CUT,,,4/13/12,4,6,5,6,2012,,,,,,,,,,,,,,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Harvest curtailed by rain and wet fields.,"PHOENIX, AZ"
